,I,P,S,B,K,A
0,1.7373468696638885,0.5609371858378267,1.0448918865118346,-1.7373468696638885,0.6201610112311192,0.795921747727161
1,0.9702952694568181,0.4932066031046774,1.0366761711345442,0.0297047305431819,0.7186712342896658,0.22228098821426095
2,-0.9402887693916223,-0.30559981240320444,-0.016213456669465325,2.940288769391622,0.5045616730625991,-0.37843588296497727
3,0.17436193330822114,-1.0658811227924123,-0.016124103636704145,0.8256380666917789,0.4866892932540041,-1.145138720717728
4,1.1868031959705627,1.6095562040449325,-0.05471934228289035,-0.18680319597056272,0.6760568477479676,1.5811604387916682
5,-0.07654203925926316,-1.3744333485791018,-0.1010871892717907,1.076542039259263,0.7399854568123675,-2.758868724498303
6,1.5381067003859425,1.6910984436397847,0.006734992394849795,-1.5381067003859425,0.38710403793282183,2.448948129417864
7,1.9823980612416432,1.026658424524983,1.0674461804015474,0.017601938758356805,0.24367899558282258,0.5028520567450928
8,1.4742790026785872,2.019863496892458,0.9172249162001496,-0.47427900267858725,0.33077167697327853,0.9294359533632823
9,0.714858362246399,0.23782783870884483,-0.055269310568985236,0.285141637753601,0.5824170622724647,0.4423346230345271
10,1.7379937275748438,2.7283372268824118,-0.04109297521522796,-0.7379937275748438,0.5418967657536745,4.171670807168219
11,-0.03100990997509233,-1.043131173510128,0.11880282141416058,0.03100990997509233,0.4895953704588339,-1.0753696991538064
12,1.6239944588472535,1.9939266589275815,1.0799993529322907,-1.6239944588472535,0.3241535652867871,0.9484358536479741
13,1.2401589859462891,2.9495620912224703,-0.04907070322103798,-1.2401589859462891,0.565251146122247,1.4351232221260595
14,2.1087508626183937,1.9770408418396896,1.200696278579172,-1.1087508626183937,0.4456250548113443,2.6454375233147873
15,1.44051260183216,0.9393086529788212,0.9299926199617856,-1.44051260183216,0.40012928032044126,0.9742933453292283
16,1.2579828379307976,2.0250040049687152,0.08011395296006733,-1.2579828379307976,0.8857298470336226,2.88118444349948
17,-0.018765103255897392,0.3767636382328703,1.1116794786206712,1.0187651032558973,0.6691884403539773,-0.003778682476771683
18,2.442486060416775,3.0229491366980015,1.2682352596739486,-1.4424860604167749,0.5216620228262728,2.816431542318016
19,1.2065891855157271,0.7410727967471573,0.10904344743400599,-0.20658918551572714,0.5534699502006468,0.5029237936250593
20,0.623619304787504,0.2837837237274615,1.045887765134574,-0.623619304787504,0.4997144689689012,0.4807586904969335
21,1.5080866455596453,3.1308654475264808,0.043860310931223306,-0.5080866455596453,0.48284303434373693,3.6320340360034393
22,1.152257167585573,2.1352024858062286,1.1642655748521142,-1.152257167585573,0.7615561936203776,1.119910731540722
