,I,P,S,B,K,A
0,0.25480677926450246,0.8494045668665361,1.0675258862733685,2.0,0.589381960224371,-3.1287326835936775
1,0.37264912824910446,-0.3114656555073896,0.05690058601450454,2.0,0.27147563691133986,-2.4504298718008335
2,0.30010864353764216,-2.940127056669039,-0.007194240236835316,2.0,0.6595416505838556,-2.961448941735649
3,1.599409550678297,1.1606708219503759,0.917511814680262,2.0,0.7356106863549382,-2.3173230624869277
4,1.5396715314907115,0.5421933761809725,0.9849809770510016,2.0,0.821635492879246,1.3214056571634707
5,-0.6553210290897413,-1.1270947875699502,0.8897730955362224,2.0,0.3124003710153336,-1.5030257295447034
6,0.2018650963124084,-0.5099028161798309,0.8439491937578036,2.0,0.4953999416716648,-1.536049620408062
7,0.28604538735780827,1.0918830801716732,1.058908960030124,2.0,0.7621949560490466,0.8224192073341535
8,-0.19484206959540984,-0.16190381291938505,-0.012822900172072547,2.0,0.7391899899757444,0.5881217866005067
9,0.071964365837971,-1.1154828013781746,0.979726610508924,2.0,0.522441100572808,-0.3977169050650571
10,1.9265688834302366,2.4606572714577517,-0.10324747140580635,2.0,0.2726361130781335,-0.40249051727539475
11,-0.3336214309687585,-0.6678668582078104,-0.01986941687943753,2.0,0.5432147102222181,-0.7881702245568998
12,1.2823373340043596,3.8753908807618793,1.163569054025855,2.0,0.680610353499606,-1.702785368489457
13,2.5265466150956417,2.033133467358659,1.0061611461307949,2.0,0.49150921040941536,0.08663359283256677
14,1.5733670137514089,2.4417208651680298,1.0182656299131672,2.0,0.4213070337680312,0.8522036547714961
15,0.52361051683826,0.8774070498271823,1.1010900974499673,2.0,0.8495584789805932,0.04300433873423293
16,0.5094987776653512,-0.07266656765649221,0.954150396003782,2.0,0.6867341022342194,-1.6774773542707333
17,0.3494124452753635,-0.5161609676216916,0.1461936882830672,2.0,0.6310757906834449,-1.6169886473014028
18,1.9038351424361566,2.156454600780248,0.9635141883041223,2.0,0.4535481689976088,0.2732913474586137
19,0.2274548781591938,-0.930741663840244,-0.0681258136888865,2.0,0.5633859202784394,0.8614708055007794
20,0.3002936304059005,-0.6761681966802442,0.9231382366730888,2.0,0.7160648703617563,-0.10856945123342049
21,1.2374697644863155,0.02541380695951085,1.1015463195202404,2.0,0.5161969849091076,3.587246461767378
22,1.095136415757851,0.774646891698146,1.0329994423254263,2.0,0.3220356435732997,-0.6633695215560536
23,-0.10104356467371706,0.5001564202725339,0.8924023876414444,2.0,0.5305001511944126,-2.8225746898066655
24,0.43362535755826637,-1.5600297003256232,1.0095926423798642,2.0,0.48901403583994796,2.10061011194058
25,0.21654760169152515,-0.3720182619040475,0.7309310789659067,2.0,0.7721235314591525,-1.6629617522724027
26,1.6313544152467785,1.6988621868704552,0.9274089151754595,2.0,0.6413734058746494,3.278678239124594
27,-0.4523995497561525,0.0016854681818746498,0.9726990759690248,2.0,0.6770739091726535,-0.6376496793006717
28,0.96191644106892,-0.381264009993968,1.1282807613611971,2.0,0.7794485669883944,-1.4120781402628224
29,-0.10955373033126736,-0.9325031929180091,-0.03698062494449998,2.0,0.4008259231624313,-0.12344865387546411
30,1.6241688730176982,1.3122396007558592,1.1501187862480253,2.0,0.6309138274938657,-0.4398236651305043
31,1.169918763506422,0.10279765436351453,0.9345498061768387,2.0,0.8556262788282368,6.011254862163196
32,1.1079134312761363,-0.06340910626185597,-0.11480634124379467,2.0,0.38222332561735906,0.09068295358304923
33,-0.64906582899638,-0.628243166641909,0.009367469085456414,2.0,0.5890536377611842,0.6263610856243566
34,0.14122059938964937,-1.3569216322796882,-0.053633714834315845,2.0,0.6717025294429404,-3.078687956233411
35,1.405759141725506,3.634177958055093,-0.1431161629127705,2.0,0.5915004281328169,5.908309560379745
36,0.18486040555264216,-0.4649429782674701,0.017737028114629634,2.0,0.4993245325629104,0.7492753013593803
37,1.5101663770827702,2.2261433095742786,0.1330670014115258,2.0,0.2949174824176834,0.08312785462051897
38,0.3788817233268679,-1.761815245878235,0.9283921515675089,2.0,0.6001205092948187,-5.221056130040704
39,2.1262430647793504,2.1848382958752524,0.03665735714017848,2.0,0.14943824538676156,0.8198280603959405
40,1.01801329266088,0.9792547682723339,0.9459731089980503,2.0,0.8523053010942311,0.6977568799077519
41,0.034095828384361274,-0.8572419515776293,0.010744165079021156,2.0,0.5166561965178783,1.4088816454364066
42,0.3210565006394631,0.5498811158865631,0.0906536048632638,2.0,0.8396657933448103,0.26549252035312515
43,0.7797704008800513,1.1888533463495068,-0.18030128014798924,2.0,0.5791691671268132,1.2750739853257735
44,-0.09554052688881476,0.0434372292054479,0.08347188976082161,2.0,0.804123246059609,-0.21249865572853685
45,1.458354541662612,0.6253203460345265,0.9736920532701653,2.0,0.5602003322408968,-0.44142537516689934
46,1.7485905784019669,2.307206741762009,1.0673009109549563,2.0,0.82627295430956,1.7839670811322454
47,1.5828913057896878,2.224076528629868,0.9251563545218265,2.0,0.40632278525851157,-0.1658847364657694
48,1.8076978016391472,3.081190132647159,1.0243230837401722,2.0,0.7224876289653924,1.367891427826874
49,-0.505215234144111,-1.0026286513694784,0.8564508966642759,2.0,0.8965646627397554,-4.161392973735419
50,-0.4059548402709487,-0.6978303320471075,1.0413936959745111,2.0,0.7495709758945561,-0.7964995159429018
51,1.010002436208463,0.7286551225293383,1.1015240871898249,2.0,0.47451897374878266,-3.1647827278081486
52,1.429596014343133,1.4534100298845256,-0.255854411330864,2.0,0.31247155856664005,1.5183508687554437
53,-0.5531153174593482,-0.26980282655108123,0.934822161339214,2.0,0.7984085821382212,-0.4987315610984585
54,-0.09362308236742305,-0.4166273996211136,1.1384046485041135,2.0,0.44908138113944696,-3.089763929701611
55,1.0177871351968368,-0.41855629950466666,-0.05162518413816816,2.0,0.14272867285043037,-1.3546920456992666
56,0.1824633049867762,-2.317679683092348,1.0362053463260952,2.0,0.57173854037568,-0.9347659409429199
57,0.5670888160169484,-0.35077605838268394,0.9196768355388351,2.0,0.7825199055466578,-0.9928979482476238
58,2.4754181734028853,2.261308481887192,0.14794652107447853,2.0,0.4384264765099919,2.920178343739415
59,-0.5720992472976737,0.40890853422182916,-0.1473301355738644,2.0,0.9138879463498035,0.19385887929266327
60,0.00857195012722009,-1.4281636697271138,0.8632059729431791,2.0,0.5311833462909317,0.98265284013908
61,-0.2320281086465415,-0.8317727019989483,-0.1649537777697774,2.0,0.7499852052103294,-0.8946362668659804
62,0.9864699503731632,1.1255250042082072,0.9589411801960027,2.0,0.8767512301200994,0.22055558036162692
63,1.6587753306274695,-3.394390527957947,0.9448007848641634,2.0,0.7014960319869751,-2.6856474443097618
64,1.8979081734246654,1.6834224532713429,0.01562570497777624,2.0,0.7710272736180735,1.6358881425569027
65,0.8890684345193216,1.1930920766435302,0.012559418410178038,2.0,0.6295383586943311,1.458040901336341
66,2.3893162596353843,1.8288260347630299,0.848196492471451,2.0,0.18348137704428039,-2.963997383076366
67,2.1605757077121748,0.6729790616281138,1.0423142078018461,2.0,0.5610461639099555,0.19327680281600831
68,0.13261752451855846,-0.2013350701322636,0.9677308268746764,2.0,0.45389089309641595,0.2542845224785455
69,1.249400813428557,1.1194374716325277,0.0544697574170809,2.0,0.6060021972325172,-2.3887506768956976
70,1.9894178547330459,1.5251461529602504,0.981810174655621,2.0,0.6375059365811737,-2.0739209442389335
71,1.5504223656602736,1.320685562064957,0.8039583364757663,2.0,0.3864709117574813,0.5468709553006241
72,1.8099566984877562,0.6138250406462481,0.928677038376712,2.0,0.7730596541506749,0.9038182568350701
73,1.7974292804704914,2.6155508506030665,0.0730840024847157,2.0,0.6177394599630582,6.845561946835486
74,1.495723737702495,2.4357360203437275,0.0014990679699810807,2.0,0.7414887606360206,4.989597027997791
75,1.436724461322948,1.5551861540309415,0.9197257281358251,2.0,0.7093206115789007,-0.4617052969820379
76,0.11268629081304048,-0.18501258309768387,1.1236216420356666,2.0,0.4043079093434415,-0.8343822280707837
77,-0.02873972827114185,-0.4877657108788012,0.05813462033807182,2.0,0.4024810662975128,1.6361782992301557
78,1.4129814686300421,0.7471346272546877,0.00482981285258599,2.0,0.9602601402882965,0.6567168480579116
79,0.6535577242792948,1.4831656886902276,1.2075046805918581,2.0,0.3672587215638789,-0.24957902227973183
80,1.2385587394651543,2.150552301837501,1.012576405749087,2.0,0.7898574604054629,2.1440170820717945
81,1.5245645142543798,0.3948318377112738,1.0429322793275844,2.0,0.9139310525741576,3.4229486664343636
82,1.3465131930937315,1.4329593168017727,-0.051147026328306595,2.0,0.69105433165545,-0.45315098516226415
83,0.5306786720952323,0.3972554016555685,0.9282845581713499,2.0,0.6309666205031974,-0.23158749058517775
84,0.7620789798914428,1.2774273024549696,0.837095632495966,2.0,0.9469646327974651,0.37337782439221456
85,1.2852828181233529,0.9129409829918128,0.00608836146823099,2.0,0.7300289240764134,2.054510094297951
86,0.10341537244443477,-0.37596571189683003,0.9613704826953555,2.0,0.6475115407851452,1.294989153106091
87,1.9781034435054203,1.5684011069879875,0.8117628405047224,2.0,0.5971132509589617,3.752199412327255
88,0.759027746484153,-2.1304993688754763,1.0020883612339297,2.0,0.42967402376145225,1.4255998848221085
89,0.11920789610108523,-1.2542987037946702,0.8281327652028658,2.0,0.6888272284641561,-4.617446953768628
90,0.2653152009014036,-0.21356270103365516,-0.09142473924404618,2.0,0.6966365751717821,1.8550418802310011
91,0.640519021462993,-0.04257000766386935,0.7776641274966729,2.0,0.3626938141208119,0.9192683178608296
92,0.10053682791150104,-1.842959457869152,0.7716576256535438,2.0,0.6843358135145261,0.8402275334573708
93,1.7031877023239366,2.3321614541735043,0.21286105368355118,2.0,0.6405155563064105,2.6738174798775223
94,0.625637112983589,-0.021757030523715488,1.1288241046939578,2.0,0.7617290012428921,1.7214221839867332
95,2.4699282991683686,1.9121322631967979,0.7390577293260887,2.0,0.5831182392447328,2.579281384623396
96,1.2308646259467204,0.668844555793048,0.8828717657532229,2.0,0.8139834347283006,-2.085102811752101
97,-1.1348564557275278,-1.206491016384088,0.942460490425012,2.0,0.6540220142766328,0.33064229591592387
98,1.793601688397303,0.7313335197001393,0.8203850206575748,2.0,0.4519417381454045,-0.2982756483382126
99,0.5582431989736842,0.559860196898778,1.0000483481828324,2.0,0.6462584720084853,2.244016915755849
